timestamp,temp_nozzle,temp_target_nozzle,temp_delta_nozzle,pwm_nozzle,temp_bed,temp_target_bed,temp_delta_bed,pwm_bed,X,Y,Z,E,speed_factor,filename
2025-05-29 13:33:18,200.04,200.0,0.03999999999999204,69,60.01,60.0,0.00999999999999801,28,86.46,132.46,0.8,1509.81,200.0,zd2c72~1
2025-05-29 13:33:26,199.99,200.0,-0.009999999999990905,70,59.99,60.0,-0.00999999999999801,32,86.46,129.07,0.8,1523.1,200.0,zd2c72~1
2025-05-29 13:33:32,200.01,200.0,0.009999999999990905,70,59.99,60.0,-0.00999999999999801,33,86.46,126.8,0.8,1531.96,200.0,zd2c72~1
2025-05-29 13:33:41,199.98,200.0,-0.020000000000010232,71,59.97,60.0,-0.030000000000001137,40,86.46,123.41,0.8,1545.24,200.0,zd2c72~1
2025-05-29 13:33:44,199.96,200.0,-0.03999999999999204,71,59.98,60.0,-0.020000000000003126,36,,,,,200.0,zd2c72~1
2025-05-29 13:33:49,200.02,200.0,0.020000000000010232,69,60.0,60.0,0.0,30,86.46,120.01,0.8,1558.53,200.0,zd2c72~1
2025-05-29 13:33:55,200.02,200.0,0.020000000000010232,70,60.0,60.0,0.0,31,86.46,117.75,0.8,1567.39,200.0,zd2c72~1
2025-05-29 13:34:01,199.99,200.0,-0.009999999999990905,70,59.99,60.0,-0.00999999999999801,35,86.46,115.49,0.8,1576.25,200.0,zd2c72~1
2025-05-29 13:34:09,199.99,200.0,-0.009999999999990905,70,60.01,60.0,0.00999999999999801,27,86.46,112.1,0.8,1589.53,200.0,zd2c72~1
2025-05-29 13:34:15,200.08,200.0,0.0800000000000125,68,59.98,60.0,-0.020000000000003126,38,,,,,200.0,zd2c72~1
2025-05-29 13:34:21,200.03,200.0,0.030000000000001137,69,60.01,60.0,0.00999999999999801,28,86.46,107.57,0.8,1607.17,200.0,zd2c72~1
2025-05-29 13:34:29,199.99,200.0,-0.009999999999990905,70,60.0,60.0,0.0,32,86.46,104.18,0.8,1619.6,200.0,zd2c72~1
2025-05-29 13:34:35,200.0,200.0,0.0,70,60.01,60.0,0.00999999999999801,27,86.46,101.91,0.8,1627.35,200.0,zd2c72~1
2025-05-29 13:34:43,200.05,200.0,0.05000000000001137,69,60.01,60.0,0.00999999999999801,26,86.46,98.52,0.8,1638.18,200.0,zd2c72~1
